name,birthcity,countryName,birthyear,gender,occupation,industry,domain,TotalPageViews,StdDevPageViews,PageViewsEnglish,AverageViews
Calista Flockhart,Freeport,UNITED STATES,1964,Female,ACTOR,FILM AND THEATRE,ARTS,6580581,29050.31111,4311945,226916.5862
Robert Moog,New York,UNITED STATES,1934,Male,INVENTOR,INVENTION,SCIENCE & TECHNOLOGY,6576820,659833.6762,2940560,177751.8919
Gene Kelly,Pittsburgh,United States,1912,Male,ACTOR,FILM AND THEATRE,ARTS,6574849,34337.58461,4592485,139890.4043
Paul Scholes,Manchester,UNITED KINGDOM,1974,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,6563060,58664.47455,3800558,126212.6923
Pink,Doylestown,United States,1979,Female,SINGER,MUSIC,ARTS,6558392,56136.57258,334010,123743.2453
John Kerry,Aurora,UNITED STATES,1943,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,6545024,72786.08894,4714527,128333.8039
David Attenborough,Isleworth,United Kingdom,1926,Male,PRESENTER,MEDIA PERSONALITY,PUBLIC FIGURE,6539368,47350.32943,5434137,145319.2889
Candice Swanepoel,Mooiriver,SOUTH AFRICA,1988,Female,MODEL,MEDIA PERSONALITY,PUBLIC FIGURE,6534953,92375.73949,3989783,251344.3462
B. F. Skinner,Susquehanna Depot,United States,1904,Male,PSYCHOLOGIST,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,6521836,32301.28516,3619550,176265.8378
Wernher von Braun,Wyrzysk,POLAND,1912,Male,ENGINEER,ENGINEERING,SCIENCE & TECHNOLOGY,6520009,25903.15973,3171315,114386.1228
Klaas Jan Huntelaar,Bronckhorst,NETHERLANDS,1983,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,6516310,57111.25003,2868708,127770.7843
Rio Ferdinand,Denmark Hill,UNITED KINGDOM,1978,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,6512135,28654.32374,3666778,118402.4545
Little Richard,Macon,UNITED STATES,1932,Male,SINGER,MUSIC,ARTS,6503054,22371.50589,4464260,224243.2414
Doutzen Kroes,Eastermar,NETHERLANDS,1985,Female,MODEL,MEDIA PERSONALITY,PUBLIC FIGURE,6496848,40830.75027,3587874,191083.7647
James Caan,New York,UNITED STATES,1940,Male,ACTOR,FILM AND THEATRE,ARTS,6494662,28548.48112,4011825,180407.2778
America Ferrera,Los Angeles,UNITED STATES,1984,Female,ACTOR,FILM AND THEATRE,ARTS,6494226,21666.03157,4430346,202944.5625
Kristin Davis,Boulder,UNITED STATES,1965,Female,ACTOR,FILM AND THEATRE,ARTS,6491209,28132.01695,4132814,216373.6333
Linus Torvalds,Helsinki,FINLAND,1969,Male,COMPUTER SCIENTIST,COMPUTER SCIENCE,SCIENCE & TECHNOLOGY,6485808,14937.39242,2961086,68997.95745
Bette Midler,Honolulu,UNITED STATES,1945,Female,ACTOR,FILM AND THEATRE,ARTS,6485390,24571.94385,4360878,162134.75
Carl Lewis,Birmingham,UNITED STATES,1961,Male,ATHLETE,INDIVIDUAL SPORTS,SPORTS,6479265,147000.4458,3370151,117804.8182
Jason Derulo,Miami,UNITED STATES,1989,Male,SINGER,MUSIC,ARTS,6476042,83833.81713,4371394,215868.0667
Jean-Michel Basquiat,New York,UNITED STATES,1960,Male,ARTIST,FINE ARTS,ARTS,6475510,29886.04097,3913514,208887.4194
Vincent Price,St. Louis,UNITED STATES,1911,Male,ACTOR,FILM AND THEATRE,ARTS,6472880,23993.98164,4260839,196147.8788
Isaac Hayes,Covington,United States,1942,Male,MUSICIAN,MUSIC,ARTS,6470666,110736.5365,4864325,190313.7059
Richard Dean Anderson,Minneapolis,UNITED STATES,1950,Male,ACTOR,FILM AND THEATRE,ARTS,6469184,23069.70869,3019961,179699.5556
Joe Cocker,Sheffield,UNITED KINGDOM,1944,Male,SINGER,MUSIC,ARTS,6469163,23872.80906,3180830,161729.075
James Garner,Norman,United States,1928,Male,ACTOR,FILM AND THEATRE,ARTS,6467558,33089.59837,4951122,223019.2414
Ralph Lauren,New York,United States,1939,Male,FASHION DESIGNER,DESIGN,ARTS,6463358,27742.75594,3923009,230834.2143
Claude L�vi-Strauss,Brussels,BELGIUM,1908,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,6463073,94918.72252,1566598,113387.2456
Djibril Ciss�,Arles,France,1981,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,6457407,46329.7617,2721304,165574.5385
Glenn Close,Greenwich,UNITED STATES,1947,Female,ACTOR,FILM AND THEATRE,ARTS,6455006,40459.3977,4019215,150116.4186
Theodore Kaczynski,Chicago,UNITED STATES,1942,Male,EXTREMIST,OUTLAWS,PUBLIC FIGURE,6444420,67621.2561,4374605,207884.5161
Geena Davis,Wareham,UNITED STATES,1956,Female,ACTOR,FILM AND THEATRE,ARTS,6441079,30590.87809,4172727,131450.5918
Don Johnson,Flat Creek Township,UNITED STATES,1949,Male,ACTOR,FILM AND THEATRE,ARTS,6438374,35482.7198,3870004,247629.7692
Chuck Palahniuk,Pasco,United States,1962,Male,WRITER,LANGUAGE,HUMANITIES,6429546,13356.04527,4272278,164860.1538
Diego Milito,Buenos Aires,ARGENTINA,1979,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,6427541,75202.86268,2032561,139729.1522
Eddie Izzard,Aden,United Kingdom,1962,Male,ACTOR,FILM AND THEATRE,ARTS,6410965,25236.50207,5657812,160274.125
Robin Gibb,Douglas,Isle of Man,1949,Male,SINGER,MUSIC,ARTS,6405185,204760.7646,3772758,160129.625
Kumi Koda,Kyoto,JAPAN,1982,Female,SINGER,MUSIC,ARTS,6403379,45749.94149,664161,228692.1071
Larry Hagman,Fort Worth,UNITED STATES,1931,Male,ACTOR,FILM AND THEATRE,ARTS,6402862,159837.1526,4155281,182938.9143
Nancy Pelosi,Baltimore,UNITED STATES,1940,Female,POLITICIAN,GOVERNMENT,INSTITUTIONS,6401519,55115.69531,5654562,133364.9792
Adriano Celentano,Milan,Italy,1938,Male,SINGER,MUSIC,ARTS,6398043,52694.93909,1090468,152334.3571
Tony Scott,North Shields,UNITED KINGDOM,1944,Male,FILM DIRECTOR,FILM AND THEATRE,ARTS,6393326,242637.5527,4201570,163931.4359
Twiggy,Neasden,United Kingdom,1949,Female,MODEL,MEDIA PERSONALITY,PUBLIC FIGURE,6380625,16346.14908,3686585,227879.4643
Frank Gehry,Toronto,CANADA,1929,Male,ARCHITECT,DESIGN,ARTS,6379930,15451.19143,3144815,138694.1304
Brian Johnson,Dunston,UNITED KINGDOM,1947,Male,SINGER,MUSIC,ARTS,6376975,20860.64406,3514933,227749.1071
Rom�rio,Rio de Janeiro,BRAZIL,1966,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,6366053,28579.34551,1852390,141467.8444
Pier Paolo Pasolini,Bologna,ITALY,1922,Male,FILM DIRECTOR,FILM AND THEATRE,ARTS,6361952,20534.62392,1481721,127239.04
Natalie Imbruglia,Sydney,AUSTRALIA,1975,Female,SINGER,MUSIC,ARTS,6358970,21873.80343,4017510,181684.8571
Isabella Rossellini,Rome,Italy,1952,Female,MODEL,MEDIA PERSONALITY,PUBLIC FIGURE,6346333,25325.71418,3821493,176287.0278
David Petraeus,Lower Hudson Valley,UNITED STATES,1952,Male,MILITARY PERSONNEL,MILITARY,INSTITUTIONS,6346004,207221.6038,5315998,167000.1053
Josephine Baker,St. Louis,UNITED STATES,1906,Female,DANCER,DANCE,ARTS,6344800,23266.69956,4161705,151066.6667
Langston Hughes,Joplin,UNITED STATES,1902,Male,WRITER,LANGUAGE,HUMANITIES,6341088,41961.00257,5829480,150978.2857
Jesse Spencer,Melbourne,Australia,1979,Male,ACTOR,FILM AND THEATRE,ARTS,6339458,20578.7976,3767744,211315.2667
Desmond Tutu,Klerksdorp,SOUTH AFRICA,1931,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,6333888,91109.00344,4516123,91795.47826
Nat King Cole,Montgomery,UNITED STATES,1919,Male,MUSICIAN,MUSIC,ARTS,6326382,20030.21546,4085996,131799.625
Wes Anderson,Houston,UNITED STATES,1969,Male,FILM DIRECTOR,FILM AND THEATRE,ARTS,6322953,50566.86633,4203471,197592.2813
Dalida,Cairo,Italy,1933,Female,SINGER,MUSIC,ARTS,6320022,32898.30768,1321079,150476.7143
Nastassja Kinski,Berlin,Germany,1961,Female,ACTOR,FILM AND THEATRE,ARTS,6289788,49995.57327,3119790,174716.3333
Rajon Rondo,Louisville,UNITED STATES,1986,Male,BASKETBALL PLAYER,TEAM SPORTS,SPORTS,6288044,86823.16015,5006848,216829.1034
Silvia Saint,Kyjov,CZECH REPUBLIC,1976,Female,PORNOGRAPHIC ACTOR,MEDIA PERSONALITY,PUBLIC FIGURE,6286198,13563.43089,2459966,174616.6111
Anne Rice,New Orleans,UNITED STATES,1941,Female,WRITER,LANGUAGE,HUMANITIES,6277860,17837.42243,2921629,139508
Michele Bachmann,Waterloo,UNITED STATES,1956,Female,POLITICIAN,GOVERNMENT,INSTITUTIONS,6276529,132277.9809,5856225,209217.6333
Synyster Gates,Los Angeles,UNITED STATES,1981,Male,MUSICIAN,MUSIC,ARTS,6273899,17383.117,3870309,232366.6296
Jane Birkin,Marylebone,UNITED KINGDOM,1946,Female,ACTOR,FILM AND THEATRE,ARTS,6270509,33402.54208,2413546,195953.4063
Rush Limbaugh,Cape Girardeau,UNITED STATES,1951,Male,PRESENTER,MEDIA PERSONALITY,PUBLIC FIGURE,6262485,60408.57001,5852059,231943.8889
Joe DiMaggio,San Francisco-Bay Area,UNITED STATES,1914,Male,BASEBALL PLAYER,TEAM SPORTS,SPORTS,6259209,22765.06614,4413928,231822.5556
Juliette Binoche,Paris,FRANCE,1964,Female,ACTOR,FILM AND THEATRE,ARTS,6255925,28742.76399,2621628,135998.3696
Mike Myers,Scarborough,Canada,1963,Male,ACTOR,FILM AND THEATRE,ARTS,6249518,41275.76707,2880858,160244.0513
Danny Elfman,Los Angeles,UNITED STATES,1953,Male,COMPOSER,MUSIC,ARTS,6249137,14210.85359,4216752,168895.5946
Omar Sharif,Alexandria,EGYPT,1932,Male,ACTOR,FILM AND THEATRE,ARTS,6247708,28261.00932,3284311,127504.2449
J�rgen Habermas,D�sseldorf,GERMANY,1929,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,6245446,20871.98608,1815863,113553.5636
Eros Ramazzotti,Rome,ITALY,1963,Male,SINGER,MUSIC,ARTS,6245218,29765.93841,1243294,152322.3902
Hope Solo,Richland,United States,1981,Female,SOCCER PLAYER,TEAM SPORTS,SPORTS,6244665,264790.4242,4844577,231283.8889
Claire Forlani,Twickenham,United Kingdom,1972,Female,ACTOR,FILM AND THEATRE,ARTS,6242971,31522.92882,3509423,215274.8621
Bill Maher,New York,UNITED STATES,1956,Male,ACTOR,FILM AND THEATRE,ARTS,6239410,31035.03531,5688969,201271.2903
Emilie de Ravin,Mount Eliza,Australia,1981,Female,ACTOR,FILM AND THEATRE,ARTS,6233504,33992.75242,3491917,178100.1143
Ian McShane,Blackburn,UNITED KINGDOM,1942,Male,ACTOR,FILM AND THEATRE,ARTS,6233168,51555.70396,4483392,183328.4706
Gloria Estefan,Havana,CUBA,1957,Female,SINGER,MUSIC,ARTS,6228775,24132.46325,3646622,135408.1522
Vangelis,Volos,Greece,1943,Male,COMPOSER,MUSIC,ARTS,6223870,17138.63515,2473013,135301.5217
Gary Cooper,Helena,UNITED STATES,1901,Male,ACTOR,FILM AND THEATRE,ARTS,6222996,24479.63202,3697949,115240.6667
apl.de.ap,Angeles City,Philippines,1974,Male,SINGER,MUSIC,ARTS,6220864,52862.23564,3995376,230402.3704
Aristotle Onassis,Smyrna,Turkey,1906,Male,BUSINESSPERSON,BUSINESS,BUSINESS & LAW,6220328,39281.63195,3232619,138229.5111
John Grisham,Jonesboro,UNITED STATES,1955,Male,WRITER,LANGUAGE,HUMANITIES,6217973,16270.39109,3560182,135173.3261
Fred Durst,Jacksonville,UNITED STATES,1970,Male,MUSICIAN,MUSIC,ARTS,6217597,16956.13605,4401961,239138.3462
Ali Khamenei,Mashhad,Iran,1939,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,6213574,67859.37501,3226028,117237.2453
Larry David,New York,UNITED STATES,1947,Male,ACTOR,FILM AND THEATRE,ARTS,6211194,25064.07099,5484310,230044.2222
Chris O'Donnell,Chicago,UNITED STATES,1970,Male,ACTOR,FILM AND THEATRE,ARTS,6210552,33697.27066,3820813,182663.2941
Gerd M�ller,N�rdlingen,Germany,1945,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,6201931,73478.61483,1826317,119267.9038
Danny Glover,San Francisco-Bay Area,UNITED STATES,1946,Male,ACTOR,FILM AND THEATRE,ARTS,6201477,26402.82016,3897418,163196.7632
Landon Donovan,Los Angeles,UNITED STATES,1982,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,6201060,82239.71124,4290398,177173.1429
Nadia Comaneci,One?ti,ROMANIA,1961,Female,GYMNAST,INDIVIDUAL SPORTS,SPORTS,6197895,137835.4285,3026403,116941.4151
John Carpenter,Carthage,United States,1948,Male,FILM DIRECTOR,FILM AND THEATRE,ARTS,6189077,23604.62963,3193887,193408.6563
Garry Kasparov,Baku,AZERBAIJAN,1963,Male,CHESSMASTER,INDIVIDUAL SPORTS,SPORTS,6185878,28301.80409,3123802,88369.68571
Martina Hingis,Ko�ice,SLOVAKIA,1980,Female,TENNIS PLAYER,INDIVIDUAL SPORTS,SPORTS,6181882,58538.41476,3271766,116639.283
Jeff Dunham,Dallas,UNITED STATES,1962,Male,COMEDIAN,FILM AND THEATRE,ARTS,6179958,34980.17469,5177308,228887.3333
Arthur C. Clarke,Minehead,UNITED KINGDOM,1917,Male,WRITER,LANGUAGE,HUMANITIES,6178598,54843.15757,3696175,93615.12121
Ben Bernanke,Augusta,UNITED STATES,1953,Male,ECONOMIST,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,6172803,28302.66024,4605250,166832.5135
Michel Platini,J�uf,France,1955,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,6172596,40808.85843,1713265,101190.0984
Sanjay Dutt,Mumbai,India,1959,Male,ACTOR,FILM AND THEATRE,ARTS,6172132,54923.1294,5901571,199101.0323
Mukesh Ambani,Aden,Yemen,1957,Male,BUSINESSPERSON,BUSINESS,BUSINESS & LAW,6166776,39014.90948,5163621,220242
Charles Aznavour,Paris,FRANCE,1924,Male,SINGER,MUSIC,ARTS,6162369,30647.51618,1492283,131114.234
Robert Doisneau,Gentilly,FRANCE,1912,Male,PHOTOGRAPHER,FINE ARTS,ARTS,6152510,531536.1584,2084700,180956.1765
Sandra Oh,Nepean,Canada,1971,Female,ACTOR,FILM AND THEATRE,ARTS,6150190,26317.95261,3539927,236545.7692
Lil Jon,Atlanta,UNITED STATES,1971,Male,SINGER,MUSIC,ARTS,6146344,20060.92039,4373336,211942.8966
Eiichiro Oda,Kumamoto,JAPAN,1975,Male,COMIC ARTIST,DESIGN,ARTS,6143775,33697.90221,1141261,211854.3103
Xi Jinping,Beijing,China,1953,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,6141586,126739.8871,1886850,111665.2
Lakshmi Mittal,Sadulpur,India,1950,Male,BUSINESSPERSON,BUSINESS,BUSINESS & LAW,6141045,18267.93396,4348073,149781.5854
Timothy Leary,Springfield,UNITED STATES,1920,Male,PSYCHOLOGIST,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,6130092,24250.86335,4293048,185760.3636
John Coltrane,Hamlet,United States,1926,Male,MUSICIAN,MUSIC,ARTS,6126110,12040.39228,3374628,122522.2
Willy Brandt,L�beck,GERMANY,1913,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,6124067,34759.07467,1117924,88754.5942
Sam Cooke,Clarksdale,UNITED STATES,1931,Male,SINGER,MUSIC,ARTS,6123768,17226.33281,4601218,211164.4138
Sam Raimi,Royal Oak,UNITED STATES,1959,Male,FILM DIRECTOR,FILM AND THEATRE,ARTS,6119912,35537.93618,3803109,203997.0667
Ang Lee,Chaojhou,Taiwan,1954,Male,FILM DIRECTOR,FILM AND THEATRE,ARTS,6118298,106179.5315,3376463,111241.7818
Terrence Howard,Chicago,UNITED STATES,1969,Male,ACTOR,FILM AND THEATRE,ARTS,6114125,25904.03516,4637391,218361.6071
LeAnn Rimes,Jackson,UNITED STATES,1982,Female,SINGER,MUSIC,ARTS,6111325,36403.60659,4826521,226345.3704
Joni Mitchell,Fort Macleod,CANADA,1943,Female,MUSICIAN,MUSIC,ARTS,6102993,18726.63042,4360575,184939.1818
Jeri Ryan,Munich,Germany,1968,Female,ACTOR,FILM AND THEATRE,ARTS,6088845,27788.98934,4312161,234186.3462
John C. Reilly,Chicago,UNITED STATES,1965,Male,ACTOR,FILM AND THEATRE,ARTS,6087715,24268.37598,4742329,196377.9032
Brian Jones,Cheltenham,UNITED KINGDOM,1942,Male,MUSICIAN,MUSIC,ARTS,6087625,39035.73604,4010712,173932.1429
Larry King,New York,UNITED STATES,1933,Male,PRESENTER,MEDIA PERSONALITY,PUBLIC FIGURE,6086861,64903.97249,4842643,169079.4722
Crispin Glover,New York,UNITED STATES,1964,Male,ACTOR,FILM AND THEATRE,ARTS,6086157,28470.63056,4316109,217362.75
Jason Isaacs,Liverpool,UNITED KINGDOM,1963,Male,ACTOR,FILM AND THEATRE,ARTS,6086026,39477.98733,3879744,217358.0714
Tia Carrere,Honolulu,UNITED STATES,1967,Female,ACTOR,FILM AND THEATRE,ARTS,6069303,25363.148,3995532,216760.8214
Lech Kaczy?ski,Warsaw,POLAND,1949,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,6061865,299091.774,1341951,67354.05556
Peter Crouch,Macclesfield,UNITED KINGDOM,1981,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,6056254,27773.97205,3447689,137642.1364
Jos� Saramago,Azinhaga,PORTUGAL,1922,Male,WRITER,LANGUAGE,HUMANITIES,6054459,61439.90474,1067265,73834.86585
Marco van Basten,Utrecht,NETHERLANDS,1964,Male,COACH,TEAM SPORTS,SPORTS,6051077,39440.55945,1750430,116366.8654
Anton LaVey,Chicago,UNITED STATES,1930,Male,WRITER,LANGUAGE,HUMANITIES,6047801,15288.70181,3059026,167994.4722
Tennessee Williams,Columbus,UNITED STATES,1911,Male,WRITER,LANGUAGE,HUMANITIES,6047125,18313.70432,3898525,111983.7963
D. B. Cooper,Other,Unknown,1920,Male,PIRATE,OUTLAWS,PUBLIC FIGURE,6046817,64563.89086,5031805,232569.8846
Anjelica Huston,Los Angeles,UNITED STATES,1951,Female,ACTOR,FILM AND THEATRE,ARTS,6043791,37272.8334,3866974,154969
Ted Danson,San Diego,UNITED STATES,1947,Male,ACTOR,FILM AND THEATRE,ARTS,6035357,36608.80845,4580241,223531.7407
Michael Madsen,Chicago,UNITED STATES,1957,Male,ACTOR,FILM AND THEATRE,ARTS,6034861,45761.52266,3812286,194672.9355
William S. Burroughs,St. Louis,UNITED STATES,1914,Male,WRITER,LANGUAGE,HUMANITIES,6024061,18372.69262,4119140,150601.525
Joseph Fiennes,Salisbury,UNITED KINGDOM,1970,Male,ACTOR,FILM AND THEATRE,ARTS,6021006,32685.40425,3495185,200700.2
Annie Leibovitz,Waterbury,UNITED STATES,1949,Female,PHOTOGRAPHER,FINE ARTS,ARTS,6015407,23455.17589,4255656,222792.8519
Michelle Yeoh,Ipoh,MALAYSIA,1963,Female,ACTOR,FILM AND THEATRE,ARTS,6012966,25973.59922,3759581,171799.0286
Rick Rubin,Long Island,United States,1963,Male,PRODUCER,BUSINESS,BUSINESS & LAW,6005905,43227.94876,4636883,207100.1724
Larry Ellison,New York,UNITED STATES,1944,Male,BUSINESSPERSON,BUSINESS,BUSINESS & LAW,6003930,41156.40005,4370497,207032.069
Jack Kevorkian,Pontiac,UNITED STATES,1928,Male,PHYSICIAN,MEDICINE,SCIENCE & TECHNOLOGY,5982875,75509.65194,5018887,192995.9677
John Rhys-Davies,Ammanford,UNITED KINGDOM,1944,Male,ACTOR,FILM AND THEATRE,ARTS,5980040,31209.89402,3974543,192904.5161
Andrew Lincoln,London,UNITED KINGDOM,1973,Male,ACTOR,FILM AND THEATRE,ARTS,5978891,94283.60495,3774765,206168.6552
Nancy Sinatra,Jersey City,UNITED STATES,1940,Female,SINGER,MUSIC,ARTS,5970223,30726.4939,3545470,192587.8387
Anthony Quinn,Chihuahua,MEXICO,1915,Male,ACTOR,FILM AND THEATRE,ARTS,5966825,32981.83956,2860050,96239.1129
Mads Mikkelsen,�sterbro,DENMARK,1965,Male,ACTOR,FILM AND THEATRE,ARTS,5966026,74567.02587,3120901,213072.3571
Jenson Button,Frome,United Kingdom,1980,Male,RACECAR DRIVER,INDIVIDUAL SPORTS,SPORTS,5963971,54644.15405,2990968,101084.2542
Elliott Smith,Omaha,UNITED STATES,1969,Male,MUSICIAN,MUSIC,ARTS,5959507,16323.72974,4510930,205500.2414
Sami Khedira,Stuttgart,Germany,1987,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,5951455,109396.966,2042331,114451.0577
David Spade,Birmingham,UNITED STATES,1964,Male,ACTOR,FILM AND THEATRE,ARTS,5949391,28140.66326,4714020,220347.8148
Jean-Paul Belmondo,Neuilly-sur-Seine,FRANCE,1933,Male,ACTOR,FILM AND THEATRE,ARTS,5947610,45869.63284,1108954,132169.1111
Jesse Owens,Oakville,UNITED STATES,1913,Male,ATHLETE,INDIVIDUAL SPORTS,SPORTS,5945765,55553.29366,3912935,106174.375
Pat Morita,Isleton,UNITED STATES,1932,Male,ACTOR,FILM AND THEATRE,ARTS,5935685,26350.50373,3686978,228295.5769
Yitzhak Rabin,Jerusalem,Israel,1922,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,5935623,47368.47851,2226658,92744.10938
Bob Geldof,D�n Laoghaire,Ireland,1951,Male,SINGER,MUSIC,ARTS,5935465,17022.35719,3711760,179862.5758
Joe Strummer,Ankara,TURKEY,1952,Male,MUSICIAN,MUSIC,ARTS,5930751,16314.8075,3573186,228105.8077
Muddy Waters,Issaquena County,United States,1915,Male,MUSICIAN,MUSIC,ARTS,5928637,20237.61461,3993467,179655.6667
Paul Ryan,Janesville,United States,1970,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,5927569,365344.6755,5692498,169359.1143
Ibrahim Afellay,Utrecht,NETHERLANDS,1986,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,5927504,79765.31874,2182400,126117.1064
Cynthia Nixon,New York,UNITED STATES,1966,Female,ACTOR,FILM AND THEATRE,ARTS,5927348,31073.95022,3750107,204391.3103
Paul Stanley,New York,UNITED STATES,1952,Male,MUSICIAN,MUSIC,ARTS,5925155,15525.51169,3288594,211612.6786
Romelu Lukaku,Antwerp,BELGIUM,1993,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,5918488,77331.42151,3129793,204085.7931
George Lazenby,Goulburn,AUSTRALIA,1939,Male,ACTOR,FILM AND THEATRE,ARTS,5913808,64417.8404,3434463,164272.4444
Luka Modri?,Zadar,CROATIA,1985,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,5913765,98779.53731,2676627,113726.25
Bonnie Tyler,Skewen,UNITED KINGDOM,1951,Female,SINGER,MUSIC,ARTS,5913150,68947.60004,2804872,203901.7241
Brandon Routh,Norwalk,UNITED STATES,1979,Male,ACTOR,FILM AND THEATRE,ARTS,5911589,40393.87987,4266502,227368.8077
Mike Oldfield,Reading,UNITED KINGDOM,1953,Male,MUSICIAN,MUSIC,ARTS,5907532,17789.78061,2243376,140655.5238
Jon Favreau,New York,UNITED STATES,1966,Male,ACTOR,FILM AND THEATRE,ARTS,5898233,36672.91929,4799076,210651.1786
Anastacia,Chicago,UNITED STATES,1968,Female,SINGER,MUSIC,ARTS,5898065,27095.99031,2712050,64813.9011
Wyclef Jean,Croix-des-Bouquets,HAITI,1969,Male,SINGER,MUSIC,ARTS,5897999,49965.38909,4165267,163833.3056
Martin Bormann,Wegeleben,GERMANY,1900,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,5897867,17163.63271,2263253,128214.5
Gael Garc�a Bernal,Guadalajara,MEXICO,1978,Male,ACTOR,FILM AND THEATRE,ARTS,5897360,27051.83594,2469984,137147.907
Brad Renfro,Knoxville,UNITED STATES,1982,Male,ACTOR,FILM AND THEATRE,ARTS,5893317,113300.097,3969836,226666.0385
Chris Evans,Sudbury,UNITED STATES,1981,Male,ACTOR,FILM AND THEATRE,ARTS,5891160,66833.84452,331476,133890
Christopher Lambert,Long Island,UNITED STATES,1957,Male,ACTOR,FILM AND THEATRE,ARTS,5888415,27306.21536,3222844,150985
Masashi Kishimoto,Nagi,JAPAN,1974,Male,COMIC ARTIST,DESIGN,ARTS,5885095,22352.27398,2263978,136862.6744
Nick Nolte,Omaha,UNITED STATES,1941,Male,ACTOR,FILM AND THEATRE,ARTS,5879814,34215.26967,3586556,130662.5333
Otis Redding,Dawson,UNITED STATES,1941,Male,SINGER,MUSIC,ARTS,5873968,25719.03266,3820240,177999.0303
Alexandra Stan,Constan?a,ROMANIA,1989,Female,SINGER,MUSIC,ARTS,5872552,107700.4851,2471726,177956.1212
Jason Newsted,Battle Creek,UNITED STATES,1963,Male,MUSICIAN,MUSIC,ARTS,5871826,15811.45461,3101569,183494.5625
Nani,Praia,CAPE VERDE,1986,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,5871681,62607.57883,2574176,104851.4464
Manuel Neuer,Gelsenkirchen,GERMANY,1986,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,5868702,92056.99162,1887867,119769.4286
Alec Guinness,Maida Vale,UNITED KINGDOM,1914,Male,ACTOR,FILM AND THEATRE,ARTS,5867688,37790.39939,3644644,112840.1538
Lindsey Vonn,Saint Paul,UNITED STATES,1984,Female,SKIER,INDIVIDUAL SPORTS,SPORTS,5867260,155917.3914,3595806,183351.875
Sam Neill,Omagh,UNITED KINGDOM,1947,Male,ACTOR,FILM AND THEATRE,ARTS,5863748,28485.17553,3640037,162881.8889
Mary Leakey,London,UNITED KINGDOM,1913,Female,ANTHROPOLOGIST,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,5856848,625216.7382,3085311,188930.5806
John Leguizamo,Bogot�,COLOMBIA,1964,Male,ACTOR,FILM AND THEATRE,ARTS,5856223,18526.16457,4156986,209150.8214
Takeshi Kaneshiro,Taipei,Taiwan,1973,Male,SINGER,MUSIC,ARTS,5853916,68189.38946,1813829,216811.7037
Jacques Lacan,Paris,FRANCE,1901,Male,PSYCHOLOGIST,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,5852204,19219.78366,1980066,119432.7347
Johnny Hallyday,Paris,FRANCE,1943,Male,SINGER,MUSIC,ARTS,5851718,44808.67288,1004914,158154.5405
Robbie Coltrane,Rutherglen,UNITED KINGDOM,1950,Male,ACTOR,FILM AND THEATRE,ARTS,5850394,47938.73594,3310858,201737.7241
Talia Shire,Long Island,United States,1946,Female,ACTOR,FILM AND THEATRE,ARTS,5849014,22706.88805,3252202,208893.3571
Tori Amos,Boston,United States,1963,Female,SINGER,MUSIC,ARTS,5847301,20176.86002,3944554,153876.3421
Vasily Grigoryevich Zaitsev,Yeleninskoye,Russia,1915,Male,MILITARY PERSONNEL,MILITARY,INSTITUTIONS,5840531,22531.21856,2345980,135826.3023
Marco Reus,Dortmund,Germany,1989,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,5835695,130448.1118,2109812,157721.4865
Hidetoshi Nakata,Kofu,JAPAN,1977,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,5830460,25390.00918,1017776,104115.3571
