name,birthcity,countryName,birthyear,gender,occupation,industry,domain,TotalPageViews,StdDevPageViews,PageViewsEnglish,AverageViews,bad_data,
Bill Gates,Seattle,UNITED STATES,1955,Male,BUSINESSPERSON,BUSINESS,BUSINESS & LAW,54216010,223586.8329,28776520,440780.5691,,
Bud Spencer,Naples,Italy,1929,Male,ACTOR,FILM AND THEATRE,ARTS,12397601,54729.57051,1563169,387425.0313,,
Brigitte Bardot,Paris,FRANCE,1934,Female,ACTOR,FILM AND THEATRE,ARTS,15437339,79860.08298,6460772,181615.7529,,
Bernard Montgomery,51,,Europe,1887,Male,MILITARY PERSONNEL,MILITARY,INSTITUTIONS,17.66172377,5691.252011,1914482,26.32493667,
Benjamin Disraeli,61,,Europe,1804,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,4.736933672,11755.6602,1237153,25.0547177,
Susan B. Anthony,Adams,United States,1820,Female,SOCIAL ACTIVIST,ACTIVISM,PUBLIC FIGURE,4415484,20957.187,4048251,147182.8,,
Bram Stoker,Dublin,Ireland,1847,Male,WRITER,LANGUAGE,HUMANITIES,11446300,726693.5607,4428130,187644.2623,,
Benoît Mandelbrot,Warsaw,Poland,1924,Male,MATHEMATICIAN,MATH,SCIENCE & TECHNOLOGY,1713809,17739.11806,558884,31160.16364,,
Benedict of Nursia,Norcia,ITALY,480,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,4045453,24770.72383,1239031,67424.21667,,
Bing Crosby,Tacoma,UNITED STATES,1903,Male,SINGER,MUSIC,ARTS,7640264,78222.2286,5913623,144155.9245,,
Emily Dickinson,Amherst,UNITED STATES,1830,Female,WRITER,LANGUAGE,HUMANITIES,7081612,25147.84956,5196170,116092,,
Bede,Jarrow,UNITED KINGDOM,672,Male,HISTORIAN,HISTORY,HUMANITIES,2303926,7056.437006,1520130,45175.01961,,
Blaise Pascal,Clermont-Ferrand,FRANCE,1623,Male,MATHEMATICIAN,MATH,SCIENCE & TECHNOLOGY,17297105,49333.12745,5034902,167933.0583,,
Bertrand Russell,Trellech,UNITED KINGDOM,1872,Male,MATHEMATICIAN,MATH,SCIENCE & TECHNOLOGY,11265316,33033.19991,5491261,114952.2041,,
Babe Ruth,Baltimore,United States,1895,Male,BASEBALL PLAYER,TEAM SPORTS,SPORTS,12406918,45696.98346,9946293,344636.6111,,
Brian De Palma,Newark,UNITED STATES,1940,Male,FILM DIRECTOR,FILM AND THEATRE,ARTS,4555988,16191.64739,2054382,116820.2051,,
Bobby Charlton,Ashington,United Kingdom,1937,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,4372722,25980.69177,2367047,93036.6383,,
Berthe Morisot,Bourges,France,1841,Female,PAINTER,FINE ARTS,ARTS,1836225,16608.95431,664163,39917.93478,,
Bayezid I,Edirne,Turkey,1354,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1983397,14141.81119,351174,34796.4386,,
Bayezid II,Didymoteicho,GREECE,1447,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,2195839,21219.7043,312002,43916.78,,
Bodhidharma,Kanchipuram,India,500,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,5612797,151574.7219,3852413,136897.4878,,
Benjamin,Canaan,Israel,-1000,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,1353462,7199.266611,932638,50128.22222,,
Buddy Holly,Lubbock,United States,1936,Male,MUSICIAN,MUSIC,ARTS,10606988,38493.86539,7393713,212139.76,,
Babrak Karmal,Kamari,GREECE,1929,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,565996,1884.379701,271376,21769.07692,,
Billy Bob Thornton,Hot Springs,UNITED STATES,1955,Male,ACTOR,FILM AND THEATRE,ARTS,8715326,33980.28222,5784010,242092.3889,,
Beatrix Potter,London,UNITED KINGDOM,1866,Female,WRITER,LANGUAGE,HUMANITIES,4599533,33134.37462,3096424,127764.8056,,
Boudica,South Wales,United Kingdom,1,Female,POLITICIAN,GOVERNMENT,INSTITUTIONS,4517346,16762.42209,3293296,105054.5581,,
Béla Bartók,Sânnicolau Mare,ROMANIA,1881,Male,COMPOSER,MUSIC,ARTS,4455558,13152.0058,1700261,71863.83871,,
Jesse McCartney,Lower Hudson Valley,United States,1987,Male,SINGER,MUSIC,ARTS,15242899,59683.83357,10542534,401128.9211,,
Babur,Andijan,UZBEKISTAN,1483,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,3182197,16558.48206,2254102,58929.57407,,
Bernard of Clairvaux,Fontaine-lès-Dijon,France,1090,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,2766603,9046.95003,903743,65871.5,,
Blackbeard,Bristol,United Kingdom,1680,Male,PIRATE,OUTLAWS,PUBLIC FIGURE,10688025,111183.2642,5983990,305372.1429,,
Björn Borg,Stockholm,SWEDEN,1956,Male,TENNIS PLAYER,INDIVIDUAL SPORTS,SPORTS,5587647,58243.97985,2536152,111752.94,,
Barnabas,Cyprus,Cyprus,1,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,1573862,9858.775945,808222,37472.90476,,
Burhanuddin Rabbani,Fayzabad,AFGHANISTAN,1940,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,845539,14149.20238,466150,20622.90244,,
Cyndi Lauper,New York,UNITED STATES,1953,Female,MUSICIAN,MUSIC,ARTS,12634307,51884.5723,6964805,308153.8293,,
Boris Pasternak,Moscow,Russia,1890,Male,WRITER,LANGUAGE,HUMANITIES,2532753,9431.87021,1064452,34695.24658,,
Bruce Campbell,Royal Oak,UNITED STATES,1958,Male,ACTOR,FILM AND THEATRE,ARTS,6967539,29989.69105,5138223,258057,,
B. F. Skinner,Susquehanna Depot,United States,1904,Male,PSYCHOLOGIST,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,6521836,32301.28516,3619550,176265.8378,,
Robert Bellarmine,Montepulciano,ITALY,1542,Male,PHYSICIAN,MEDICINE,SCIENCE & TECHNOLOGY,754040,3170.521917,343954,25134.66667,,
Bohdan Khmelnytsky,Subotiv,Ukraine,1595,Male,MILITARY PERSONNEL,MILITARY,INSTITUTIONS,1584488,8660.469001,312662,44013.55556,,
Bo Diddley,McComb,UNITED STATES,1928,Male,MUSICIAN,MUSIC,ARTS,3252711,38619.26037,2194364,104926.1613,,
Béla Lugosi,Lugoj,Romania,1882,Male,ACTOR,FILM AND THEATRE,ARTS,3539778,18038.83274,1754658,95669.67568,,
Brigham Young,Whitingham,United States,1801,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,2533812,7931.230707,2081408,70383.66667,,
Bill Bryson,Des Moines,UNITED STATES,1951,Male,WRITER,LANGUAGE,HUMANITIES,1969175,5992.162801,1467635,72932.40741,,
Charlize Theron,Johannesburg,SOUTH AFRICA,1975,Female,ACTOR,FILM AND THEATRE,ARTS,27622039,227524.2552,14527556,445516.7581,,
Charlie Chaplin,Walworth,UNITED KINGDOM,1889,Male,ACTOR,FILM AND THEATRE,ARTS,38615107,449279.7602,17093043,266311.0828,,
Carl Linnaeus,Råshult,SWEDEN,1707,Male,BIOLOGIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,9210590,46791.74675,2541141,74882.84553,,
Charlemagne,Liège,Belgium,742,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,26626252,84160.24232,8904205,229536.6552,,
Christopher Columbus,Genoa,ITALY,1451,Male,EXPLORER,EXPLORERS,EXPLORATION,58442090,333686.1166,21280951,381974.4444,,
Caspar David Friedrich,Greifswald,GERMANY,1774,Male,PAINTER,FINE ARTS,ARTS,6453261,24966.23432,1509041,131699.2041,,
Brad Delson,Los Angeles,UNITED STATES,1977,Male,MUSICIAN,MUSIC,ARTS,2985711,10454.96384,1731310,76556.69231,,
Claude Elwood Shannon,Petoskey,UNITED STATES,1916,Male,COMPUTER SCIENTIST,COMPUTER SCIENCE,SCIENCE & TECHNOLOGY,2359482,7479.006865,1187315,52432.93333,,
Charles Babbage,Teignmouth,UNITED KINGDOM,1791,Male,INVENTOR,INVENTION,SCIENCE & TECHNOLOGY,7274811,37140.74867,3618652,108579.2687,,
Clement Attlee,Putney,United Kingdom,1883,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,2527418,13871.85778,1699673,43576.17241,,
Catullus,Verona,ITALY,-84,Male,WRITER,LANGUAGE,HUMANITIES,2596338,8569.346511,795274,51926.76,,
Christopher Marlowe,Canterbury,UNITED KINGDOM,1564,Male,WRITER,LANGUAGE,HUMANITIES,3873400,11002.62861,2520632,71729.62963,,
Carlo Goldoni,Venice,ITALY,1707,Male,WRITER,LANGUAGE,HUMANITIES,2031971,8645.395721,274291,39076.36538,,
Charles Baudelaire,Paris,FRANCE,1821,Male,WRITER,LANGUAGE,HUMANITIES,12673471,56760.9992,2389588,181049.5857,,
C. S. Lewis,Belfast,UNITED KINGDOM,1898,Male,WRITER,LANGUAGE,HUMANITIES,10920003,47396.23576,7444992,182000.05,,
Confucius,Qufu,China,-551,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,22363652,76360.60552,8059462,116477.3542,,
Charles Dickens,Portsmouth,United Kingdom,1812,Male,WRITER,LANGUAGE,HUMANITIES,28353630,535092.231,14276854,246553.3043,,
Cicero,Arpino,Italy,-106,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,13649824,44741.58703,5113041,164455.7108,,
Carl von Clausewitz,Burg bei Magdeburg,GERMANY,1780,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,3296017,11512.75276,1286313,70128.02128,,
Carl Friedrich Gauss,Braunschweig,Germany,1777,Male,MATHEMATICIAN,MATH,SCIENCE & TECHNOLOGY,10019549,28268.67797,3213888,92773.60185,,
Claudius,Lyon,France,-10,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,5783578,23355.98453,2922136,81458.84507,,
Cecil B. DeMille,Ashfield,UNITED STATES,1881,Male,FILM DIRECTOR,FILM AND THEATRE,ARTS,2161324,8654.595837,1502305,63568.35294,,
Chuck Yeager,Myra,UNITED STATES,1923,Male,PILOT,MILITARY,INSTITUTIONS,3817911,20101.24548,2859615,127263.7,,
Calvin Coolidge,Plymouth Notch,United States,1872,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,7205813,26913.06446,5437559,84774.27059,,
Claudio Monteverdi,Cremona,ITALY,1567,Male,COMPOSER,MUSIC,ARTS,3672277,12620.53072,1141728,64425.91228,,
Carl Menger,Nowy Sącz,POLAND,1840,Male,ECONOMIST,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,722680,2062.016066,258553,24920,,
Claude Debussy,Saint-Germain-en-Laye,France,1862,Male,COMPOSER,MUSIC,ARTS,12470303,223588.7954,4909620,186123.9254,,
Christian Goldbach,Kaliningrad,Russia,1690,Male,MATHEMATICIAN,MATH,SCIENCE & TECHNOLOGY,320088,1436.861936,88989,10002.75,,
Charles Martel,Herstal,Belgium,686,Male,MILITARY PERSONNEL,MILITARY,INSTITUTIONS,4644891,16170.63536,1749134,84452.56364,,
Charlotte Brontë,Thornton,United Kingdom,1816,Female,WRITER,LANGUAGE,HUMANITIES,4971040,17788.55363,2931046,87211.22807,,
Czesław Miłosz,Šeteniai,LITHUANIA,1911,Male,WRITER,LANGUAGE,HUMANITIES,2967783,15424.79049,427869,44295.26866,,
Claude Monet,Paris,FRANCE,1840,Male,PAINTER,FINE ARTS,ARTS,23208960,84035.54197,8127650,252271.3043,,
Columba,Gartan,Ireland,521,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,974606,3535.293739,737004,29533.51515,,
Constantin Brancusi,Peștișani,ROMANIA,1876,Male,SCULPTOR,FINE ARTS,ARTS,1742795,63031.37892,346958,41495.11905,,
Miles Davis,St. Louis,UNITED STATES,1926,Male,MUSICIAN,MUSIC,ARTS,11190861,26200.19651,5815138,186514.35,,
Constantius II,Sirmium,Serbia,317,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1206688,4149.397908,431547,23205.53846,,
Constans,Istanbul,Turkey,320,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,444681,1434.150416,171583,10341.4186,,
Christopher Walken,New York,UNITED STATES,1943,Male,ACTOR,FILM AND THEATRE,ARTS,13335954,62513.47876,8505586,310138.4651,,
Caligula,Anzio,ITALY,12,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,17137539,56125.78556,8000254,225493.9342,,
Chiang Kai-shek,Xikou,China,1887,Male,MILITARY PERSONNEL,MILITARY,INSTITUTIONS,9605466,34659.39251,4252243,133409.25,,
Carlos Valderrama,Santa Marta,Colombia,1961,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,3243094,37933.90476,372646,87651.18919,,
Colette,Saint-Sauveur-en-Puisaye,France,1873,Female,WRITER,LANGUAGE,HUMANITIES,2427234,8292.396276,958736,73552.54545,,
Catherine of Aragon,Alcalá de Henares,SPAIN,1485,Female,COMPANION,COMPANIONS,PUBLIC FIGURE,10584908,30187.36982,6212129,207547.2157,,
Tony Bennett,New York,UNITED STATES,1926,Male,SINGER,MUSIC,ARTS,4883263,53002.00971,3531031,174402.25,,
Cimabue,Florence,ITALY,1240,Male,ARTIST,FINE ARTS,ARTS,1528880,5661.069988,409351,35555.34884,,
Christiaan Barnard,Beaufort West,SOUTH AFRICA,1922,Male,PHYSICIAN,MEDICINE,SCIENCE & TECHNOLOGY,1902135,8532.425098,1014218,44235.69767,,
Caravaggio,Milan,ITALY,1571,Male,PAINTER,FINE ARTS,ARTS,13560021,50587.83062,4144019,190986.2113,,
Jean-Baptiste-Siméon Chardin,Paris,FRANCE,1699,Male,PAINTER,FINE ARTS,ARTS,1116806,5219.169979,326202,34900.1875,,
Christian Doppler,Salzburg,AUSTRIA,1803,Male,PHYSICIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,761167,2955.095432,253703,14924.84314,,
William Kidd,Greenock,United Kingdom,1645,Male,PIRATE,OUTLAWS,PUBLIC FIGURE,2226111,16093.23828,1263626,71810.03226,,
Constantine II,Arles,France,316,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,265686,1346.31894,21159,5652.893617,,
Constantine I,Niš,SERBIA,272,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,8393354,63238.32651,3236874,87430.77083,,
Charles Messier,Badonviller,France,1730,Male,ASTRONOMER,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,598355,1790.963327,227363,12211.32653,,
Clement of Alexandria,Athens,Greece,150,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,1187054,4046.272047,483626,28952.53659,,
Carl Barks,Merrill,United States,1901,Male,COMIC ARTIST,DESIGN,ARTS,1303124,2937.532496,472105,46540.14286,,
Casimir III of Poland,Kowal,POLAND,1310,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,2157433,10671.62826,160618,53935.825,,
Cyril of Alexandria,Alexandria,Egypt,378,Male,PHYSICIAN,MEDICINE,SCIENCE & TECHNOLOGY,1413793,9809.183376,482418,30734.63043,,
Cyril of Jerusalem,Caesarea Palaestina,Israel,313,Male,PHYSICIAN,MEDICINE,SCIENCE & TECHNOLOGY,371356,1808.533124,160365,13262.71429,,
Charles I of England,Dunfermline,United Kingdom,1600,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,10020986,31934.11688,7387652,161628.8065,,
Camille Pissarro,Charlotte Amalie,US Virgin Islands,1830,Male,PAINTER,FINE ARTS,ARTS,3615363,13356.48532,1258580,65733.87273,,
Carlo Collodi,Florence,ITALY,1826,Male,WRITER,LANGUAGE,HUMANITIES,1660407,14426.84565,333653,34591.8125,,
Catherine of Siena,Siena,ITALY,1347,Female,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,2830704,16332.39075,1184111,65830.32558,,
Charles Lyell,Angus,UNITED KINGDOM,1797,Male,GEOLOGIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,1482651,6540.948522,862131,38016.69231,,
Cuauhtémoc,Other,Mexico,1495,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,2509826,14609.94831,529486,86545.72414,,
Cesare Borgia,Papal States,Italy,1475,Male,MILITARY PERSONNEL,MILITARY,INSTITUTIONS,8045266,84460.24085,3202780,201131.65,,
James Earl Ray,St. Louis,United States,1928,Male,EXTREMIST,OUTLAWS,PUBLIC FIGURE,4515654,37109.02451,3304650,173679,,
Craig Venter,Salt Lake City,UNITED STATES,1946,Male,BIOLOGIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,1588075,14613.16997,1093380,58817.59259,,
Eugene Andrew Cernan,Chicago,UNITED STATES,1934,Male,ASTRONAUT,EXPLORERS,EXPLORATION,1187729,9793.345234,693857,32100.78378,,
Clive Barker,Liverpool,UNITED KINGDOM,1952,Male,WRITER,LANGUAGE,HUMANITIES,3634313,7313.481858,2359378,139781.2692,,
Christine de Pizan,Republic of Venice,Italy,1363,Female,WRITER,LANGUAGE,HUMANITIES,949117,3680.232282,477451,33897.03571,,
Charles Mingus,Nogales,UNITED STATES,1922,Male,MUSICIAN,MUSIC,ARTS,2377325,5426.686665,1501178,72040.15152,,
Chet Atkins,Luttrell,United States,1924,Male,MUSICIAN,MUSIC,ARTS,2067117,7269.95868,1489978,73825.60714,,
Colin Maclaurin,Argyll,UNITED KINGDOM,1698,Male,MATHEMATICIAN,MATH,SCIENCE & TECHNOLOGY,369902,1687.0811,173578,11209.15152,,
Mike Shinoda,Los Angeles,UNITED STATES,1977,Male,MUSICIAN,MUSIC,ARTS,7642056,26832.95591,4434484,155960.3265,,
D. W. Griffith,La Grange,UNITED STATES,1875,Male,FILM DIRECTOR,FILM AND THEATRE,ARTS,1990298,7437.6549,1157905,43267.34783,,
David Lynch,Missoula,UNITED STATES,1946,Male,FILM DIRECTOR,FILM AND THEATRE,ARTS,14788182,45089.80511,6959519,284388.1154,,
David Cronenberg,Toronto,CANADA,1943,Male,FILM DIRECTOR,FILM AND THEATRE,ARTS,5338747,25160.27847,2541892,140493.3421,,
David Hume,Edinburgh,UNITED KINGDOM,1711,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,11286165,33925.90216,4936132,139335.3704,,
David Fincher,Denver,UNITED STATES,1962,Male,FILM DIRECTOR,FILM AND THEATRE,ARTS,8338649,63390.28469,4166296,203381.6829,,
Douglas Engelbart,Portland,UNITED STATES,1925,Male,INVENTOR,INVENTION,SCIENCE & TECHNOLOGY,1946855,42308.95418,1206508,52617.7027,,
Carlos Bocanegra,Los Angeles,UNITED STATES,1979,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1700204,20252.50214,1198501,60721.57143,,
Douglas Adams,Cambridge,UNITED KINGDOM,1952,Male,WRITER,LANGUAGE,HUMANITIES,11630724,668974.0232,5841300,204047.7895,,
Donald Knuth,Milwaukee,UNITED STATES,1938,Male,COMPUTER SCIENTIST,COMPUTER SCIENCE,SCIENCE & TECHNOLOGY,2128683,5196.017368,1281160,34333.59677,,
Dave Grohl,Warren,United States,1969,Male,MUSICIAN,MUSIC,ARTS,18427139,88586.82766,11545742,383898.7292,,
Dino Zoff,Mariano del Friuli,ITALY,1942,Male,COACH,TEAM SPORTS,SPORTS,2247371,12081.29154,575863,48855.8913,,
Dante Alighieri,Florence,ITALY,1265,Male,WRITER,LANGUAGE,HUMANITIES,20540747,74227.9991,5584429,149932.4599,,
Jeff Buckley,Los Angeles,UNITED STATES,1966,Male,MUSICIAN,MUSIC,ARTS,12418051,43713.28014,6944818,365236.7941,,
Dwight D. Eisenhower,Denison,United States,1890,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,19052830,63237.49457,13028769,192452.8283,,
Daniel Defoe,London,UNITED KINGDOM,1660,Male,WRITER,LANGUAGE,HUMANITIES,5068560,16531.33324,1913933,68494.05405,,
Denis Diderot,Langres,France,1713,Male,WRITER,LANGUAGE,HUMANITIES,6916959,30264.58625,1515211,92226.12,,
Deng Xiaoping,Guang'an,China,1904,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,8554580,51592.21882,3609034,131608.9231,,
Democritus,Abdera,Greece,-460,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,9288258,51937.11023,2652275,129003.5833,,
Patrick McGoohan,New York,UNITED STATES,1928,Male,ACTOR,FILM AND THEATRE,ARTS,2577586,26610.52791,1775652,95466.14815,,
Doris Day,Cincinnati,UNITED STATES,1924,Female,ACTOR,FILM AND THEATRE,ARTS,10096655,37291.74246,7109423,206054.1837,,
David Hilbert,Kaliningrad,Russia,1862,Male,MATHEMATICIAN,MATH,SCIENCE & TECHNOLOGY,2885958,8471.528795,1238910,40647.29577,,
David Letterman,Indianapolis,UNITED STATES,1947,Male,PRESENTER,MEDIA PERSONALITY,PUBLIC FIGURE,6987027,53026.85141,5659623,211728.0909,,
Diego de Almagro,Almagro,SPAIN,1475,Male,EXPLORER,EXPLORERS,EXPLORATION,1276919,7021.488785,190552,39903.71875,,
Leo Fender,Los Angeles,UNITED STATES,1909,Male,INVENTOR,INVENTION,SCIENCE & TECHNOLOGY,1481172,6696.905241,794219,52899,,
Draco,Other,Unknown,-650,Male,PUBLIC WORKER,GOVERNMENT,INSTITUTIONS,1290329,4755.764559,62562,39100.87879,,
David Ricardo,London,UNITED KINGDOM,1772,Male,ECONOMIST,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,5312044,16390.39122,1791289,102154.6923,,
Arthur Wellesley,55,,Europe,1769,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,11.14250073,7311.433436,454229,23.60732635,
Diego Maradona,Buenos Aires,ARGENTINA,1960,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,22634139,161815.9023,7799370,260162.5172,,
David Brewster,Jedburgh,UNITED KINGDOM,1781,Male,PHYSICIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,312563,752.1073479,133785,12021.65385,,
Dmitri Shostakovich,Saint Petersburg,Russia,1906,Male,COMPOSER,MUSIC,ARTS,5642495,17307.12993,2330111,91007.98387,,
David,Bethlehem,Palestine,-1040,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,14023246,51185.68116,6606099,194767.3056,,
Diocletian,Solin,Croatia,244,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,5522343,18412.48488,2274713,78890.61429,,
Domitian,Rome,ITALY,51,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,3208605,10474.46709,1274272,49363.15385,,
David Beckham,Leytonstone,UNITED KINGDOM,1975,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,36709829,230186.9724,18690604,453207.7654,,
Clinton Davisson,Bloomington,UNITED STATES,1881,Male,PHYSICIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,339779,1317.160874,87315,6292.203704,,
Gabriel Fahrenheit,Gdańsk,POLAND,1686,Male,PHYSICIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,1765375,8482.480393,488331,33949.51923,,
Dolly Parton,Sevierville,United States,1946,Female,SINGER,MUSIC,ARTS,14388239,75344.28008,10783221,319738.6444,,
G. Stanley Hall,Ashfield,UNITED STATES,1844,Male,PSYCHOLOGIST,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,652910,3199.745283,435117,25111.92308,,
Daniel Ortega,Swansea,NICARAGUA,1945,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,2227596,9573.601173,977197,39080.63158,,
Dylan Thomas,Uplands,,Europe,1914,Male,WRITER,LANGUAGE,HUMANITIES,3.512001437,8988.525847,958865,23.73790072,
David Bowie,Brixton,United Kingdom,1947,Male,SINGER,MUSIC,ARTS,33416436,146215.627,18317998,498752.7761,,
Dennis Hopper,Dodge City,UNITED STATES,1936,Male,ACTOR,FILM AND THEATRE,ARTS,11191732,174149.2991,7113365,233161.0833,,
D. B. Cooper,Other,Unknown,1920,Male,PIRATE,OUTLAWS,PUBLIC FIGURE,6046817,64563.89086,5031805,232569.8846,,
David Morse,Boston,UNITED STATES,1953,Male,ACTOR,FILM AND THEATRE,ARTS,1661996,9519.870195,150561,61555.40741,,
Gary Sinise,Chicago,UNITED STATES,1955,Male,ACTOR,FILM AND THEATRE,ARTS,6964160,27346.79663,4196966,158276.3636,,
Dean Koontz,Everett,United States,1945,Male,WRITER,LANGUAGE,HUMANITIES,2795425,4354.043243,1867629,90175,,
Don Rosa,Louisville,UNITED STATES,1951,Male,COMIC ARTIST,DESIGN,ARTS,1098278,3896.762628,324894,42241.46154,,
Dziga Vertov,Białystok,POLAND,1896,Male,FILM DIRECTOR,FILM AND THEATRE,ARTS,984833,3422.239133,398983,36475.2963,,
Derek Walcott,Castries,SAINT LUCIA,1930,Male,WRITER,LANGUAGE,HUMANITIES,1177350,4058.168346,714430,21406.36364,,
Al Oerter,New York,United States,1936,Male,ATHLETE,INDIVIDUAL SPORTS,SPORTS,348057,3629.047966,165846,11601.9,,
Lewis Henry Morgan,Aurora,UNITED STATES,1818,Male,ANTHROPOLOGIST,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,716501,3720.381957,210131,26537.07407,,
Django Reinhardt,Liberchies,BELGIUM,1910,Male,MUSICIAN,MUSIC,ARTS,5595777,17357.80981,2755084,127176.75,,
Jacques-Louis David,Paris,France,1748,Male,PAINTER,FINE ARTS,ARTS,5674501,23781.00483,1765927,91524.20968,,
Diophantus,Alexandria,Egypt,200,Male,MATHEMATICIAN,MATH,SCIENCE & TECHNOLOGY,1245232,5639.193901,381365,27070.26087,,
Ernst Mayr,Kempten im Allgäu,Germany,1904,Male,BIOLOGIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,735603,2528.071742,307155,19881.16216,,
Elvis Presley,Tupelo,UNITED STATES,1935,Male,SINGER,MUSIC,ARTS,55896331,205967.6053,26072801,473697.7203,,
Erasmus Darwin,Newark-on-Trent,UNITED KINGDOM,1731,Male,BIOLOGIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,938643,2990.819752,504640,27607.14706,,
Edward Sapir,Lębork,Poland,1884,Male,LINGUIST,LANGUAGE,HUMANITIES,654594,1686.905432,303380,16784.46154,,
Euclid,Other,Unknown,-325,Male,MATHEMATICIAN,MATH,SCIENCE & TECHNOLOGY,10896731,37806.64538,4058928,93134.45299,,
Jane Addams,Cedarville,UNITED STATES,1860,Female,SOCIAL ACTIVIST,ACTIVISM,PUBLIC FIGURE,3051890,29648.87409,2577488,69361.13636,,
Benjamin Franklin,Boston,UNITED STATES,1706,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,29472054,96325.30353,17704591,334909.7045,,
Edmund Stoiber,Oberaudorf,Germany,1941,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,778816,3531.513488,94028,29954.46154,,
Enya,Gweedore,Ireland,1961,Female,SINGER,MUSIC,ARTS,11224820,33430.88597,5485648,145776.8831,,
Elias Canetti,Ruse,Bulgaria,1905,Male,WRITER,LANGUAGE,HUMANITIES,1659193,4187.976282,345778,25924.89063,,
Milorad Čavić,Los Angeles,UNITED STATES,1984,Male,SWIMMER,INDIVIDUAL SPORTS,SPORTS,478017,9895.537016,316289,18385.26923,,
Edvard Grieg,Bergen,NORWAY,1843,Male,COMPOSER,MUSIC,ARTS,4932411,14707.86195,1641245,74733.5,,
Erwin Rommel,Heidenheim an der Brenz,GERMANY,1891,Male,MILITARY PERSONNEL,MILITARY,INSTITUTIONS,13916625,53524.59733,5552900,204656.25,,
Edmund Husserl,Prostějov,CZECH REPUBLIC,1859,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,3314356,9980.575507,888809,66287.12,,
Edmund Spenser,London,UNITED KINGDOM,1552,Male,WRITER,LANGUAGE,HUMANITIES,1295760,3623.293951,911601,34098.94737,,
